,grade,고객수(명),고객수퍼센트,구입액퍼센트
0,1등급,15850,0.19481317600786627,0.6301224458062665
1,2등급,15033,0.18477138643067847,0.17787509673556115
2,3등급,17645,0.2168756145526057,0.10319155750591912
3,4등급,15268,0.1876597836774828,0.057040852225025376
4,5등급,17564,0.21588003933136676,0.03177004772722781
