,물품대분류,상품명,물품판매량,제품단가,재구매기간0-10,재구매기간11-20,재구매기간21-30,재구매기간31-40,재구매기간41-50,재구매기간51-60,재구매기간61-70,재구매기간71-80,재구매기간81-90,재구매기간91-100,재구매기간101-
491,SKC,그린핑거 네이처메이드 베이비 로션 230ml (EA),16,22050,,,,,,,,,,,
492,SKC,그린핑거 네이처메이드 베이비 샴푸&워시 230ml,322,22683,16.0,5.0,6.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,10.0
493,SKC,그린핑거 네이처메이드 베이비 샴푸&워시 230ml (EA),20,20750,,,,,,,,,,,
494,SKC,그린핑거 네이처메이드 베이비 크림 95g,34,21012,8.0,,1.0,,,,1.0,1.0,,,
495,SKC,그린핑거 네이처메이드 베이비 크림 95g (EA),2,18800,,,,,,,,,,,
496,SKC,그린핑거 마이키즈 + 자두야에디션 세트,16,46410,,,,,,,,,,,
497,SKC,그린핑거 마이키즈 + 힘센보습 세트,14,46740,,,,,,,,,,,
498,SKC,그린핑거 마이키즈 거품샴푸 320ml,8,20680,,,,,,,,,,,
499,SKC,그린핑거 마이키즈 거품워시 320ml,8,21150,,,,,,,,,,,
500,SKC,그린핑거 마이키즈 로션 260ml,60,19564,2.0,1.0,,,,,,,,,1.0
501,SKC,그린핑거 마이키즈 로션 260ml (EA),3,14470,,,,,,,,,,,
502,SKC,그린핑거 마이키즈 로션 260ml + 워시 320ml,16,35010,3.0,1.0,1.0,,,,,,,,
503,SKC,그린핑거 마이키즈 로션 330ml(대용량) + 워시 500ml(대용량),13,42300,,,,,,,,,,,
504,SKC,그린핑거 마이키즈 로션 대용량 330ml,92,26127,2.0,,,,,,,,,,1.0
505,SKC,그린핑거 마이키즈 로션 대용량 330ml (EA),33,9987,1.0,,,,,,,,,,
506,SKC,그린핑거 마이키즈 로션 프레쉬 320ml,6,28817,,,,,,,,,,,
507,SKC,그린핑거 마이키즈 로션 프레쉬 대용량 1000ml,8,19900,,,,,,,,,,,
508,SKC,그린핑거 마이키즈 로션프레쉬 1000ml,6,21667,,,1.0,,,,,,,,
509,SKC,그린핑거 마이키즈 샴푸 320ml,73,16276,,,,,,,,,,,
510,SKC,그린핑거 마이키즈 샴푸 320ml (EA),3,10520,,,,,,,,,,,
511,SKC,그린핑거 마이키즈 샴푸 320ml + 훼이셜솝 160ml,3,30040,,,,,,,,,,,
512,SKC,그린핑거 마이키즈 샴푸 대용량 500ml,169,23964,1.0,,,,,,1.0,1.0,,,2.0
513,SKC,그린핑거 마이키즈 샴푸 대용량 500ml (EA),7,22500,1.0,,,,,,,,,,
514,SKC,그린핑거 마이키즈 샴푸 프레쉬 대용량 1000ml,3,19900,,,,,,,,,,,
515,SKC,그린핑거 마이키즈 샴푸 프레쉬 대용량 1000ml (EA),4,17900,,,,,,,,,,,
516,SKC,그린핑거 마이키즈 세트,6,48980,,,,,,,,,,,
517,SKC,그린핑거 마이키즈 얼굴로션 160ml,206,16529,17.0,3.0,,2.0,,,,,1.0,,6.0
518,SKC,그린핑거 마이키즈 얼굴로션 160ml (EA),1,10500,,,,,,,,,,,
519,SKC,그린핑거 마이키즈 워시 320ml,44,17775,1.0,,,1.0,,,,,,,1.0
520,SKC,그린핑거 마이키즈 워시 320ml (EA),4,10520,,,,,,,,,,,
521,SKC,그린핑거 마이키즈 워시 500ml(대용량) + 샴푸 500ml(대용량),117,45385,2.0,,,,,,,,,1.0,
522,SKC,그린핑거 마이키즈 워시 대용량 500ml,186,27460,,1.0,,1.0,1.0,1.0,,,,,3.0
523,SKC,그린핑거 마이키즈 워시 대용량 500ml (EA),5,15750,,,,,,,,,,,
524,SKC,그린핑거 마이키즈 워시 프레쉬 대용량 1000ml,8,22388,1.0,,,,,,,,,,
525,SKC,그린핑거 마이키즈 워시 프레쉬 대용량 1000ml (EA),6,17900,,,,,,,,,,,
526,SKC,그린핑거 마이키즈 자두야에디션 로션 프레쉬 320ml,141,22002,1.0,,1.0,,,1.0,,,,,1.0
527,SKC,그린핑거 마이키즈 자두야에디션 로션 프레쉬 320ml (EA),4,17288,,,,,,,,,,,
528,SKC,그린핑거 마이키즈 자두야에디션 샴푸 프레쉬 320ml,182,16610,2.0,,1.0,,,,,,,,1.0
529,SKC,그린핑거 마이키즈 자두야에디션 샴푸 프레쉬 320ml (EA),5,10520,,,,,,,,,,,
530,SKC,그린핑거 마이키즈 자두야에디션 워시 프레쉬 320ml,127,15869,,,1.0,,,,,,,,1.0
531,SKC,그린핑거 마이키즈 자두야에디션 워시 프레쉬 320ml (EA),2,10520,,,,,,,,,,,
532,SKC,그린핑거 마이키즈 자두야에디션 촉촉 립밤(딸기향),28,8957,,,,,,,,,,,
533,SKC,그린핑거 마이키즈 자두야에디션 촉촉 립밤(사과향),17,8153,,,,,,,,,,,
534,SKC,그린핑거 마이키즈 자두야에디션 촉촉 립밤(사과향) (EA),2,4620,,,,,,,,,,,
535,SKC,그린핑거 마이키즈 자두야에디션 핸드워시 그린 300ml,33,17886,2.0,,,,,,,,,,
536,SKC,그린핑거 마이키즈 자두야에디션 핸드워시 스윗 300ml,33,14053,,,,,,,,,,,
537,SKC,그린핑거 마이키즈 자두야에디션 핸드워시 프레쉬 300ml,104,19965,2.0,,1.0,,,,,,,,
538,SKC,그린핑거 마이키즈 크림 200ml,15,22680,1.0,,,,,,,,,,
539,SKC,그린핑거 마이키즈 크림 200ml + 워시 320ml + 샴푸 320ml,6,48980,,,,,,,,,,,
540,SKC,그린핑거 마이키즈 크림 200ml X 2,12,37800,,,,,,,,,,,
541,SKC,그린핑거 마이키즈 크림 300ml,9,34611,,,,,,,,,,,1.0
542,SKC,그린핑거 마이키즈 크림 300ml (EA),3,15570,,,,,,,,,,,
543,SKC,그린핑거 마이키즈 항균 핸드워시 거품형 350ml(대용량) + 리필 300ml,2,21710,,,,,,,,,,,
544,SKC,그린핑거 마이키즈 항균 핸드워시 리필 300ml,5,5772,,,,,,,,,,,
545,SKC,그린핑거 마이키즈 훼이셜솝 160ml,48,16250,,,,1.0,,,,,,,
546,SKC,그린핑거 마이키즈 훼이셜솝 160ml + 로션 330ml(대용량),9,34800,,,,,,,,,,,
547,SKC,그린핑거 베이비 세라마이드 로션 180g,29,34034,,,,,,,,,,,
548,SKC,그린핑거 베이비 세라마이드 미네랄 선팩트 15g,3,22000,,,,,,,,,,,
549,SKC,그린핑거 베이비 세라마이드 미네랄팩트 리필 15g,1,24000,,,,,,,,,,,
550,SKC,그린핑거 베이비 세라마이드 세트,17,56080,,,,,,,,,,,
551,SKC,그린핑거 베이비 세라마이드 수딩젤 로션 100ml,137,10580,1.0,,1.0,1.0,,,1.0,1.0,,,1.0
552,SKC,그린핑거 베이비 세라마이드 수딩젤 로션 100ml (EA),68,5446,1.0,,,1.0,,,1.0,,,,
553,SKC,그린핑거 베이비 세라마이드 수딩젤 로션 200ml,137,24569,22.0,2.0,,1.0,1.0,,,,,,
554,SKC,그린핑거 베이비 세라마이드 워시 250ml,84,18645,1.0,,,,,,,,,,
555,SKC,그린핑거 베이비 세라마이드 워시 250ml + 세라마이드 크림 150g,10,53800,,,,,,,,,,,
556,SKC,그린핑거 베이비 세라마이드 크림 150g,26,31050,,,,,,,,,,,
557,SKC,그린핑거 베이비 세라마이드 크림 150g X 2,14,59800,,,,,,,,,1.0,,
558,SKC,그린핑거 베이비 세라마이드 훼이셜로션 80g,116,12930,,,1.0,,1.0,,,,,,
559,SKC,그린핑거 세라마이드 미네랄 선로션 80ml,124,21036,,,,1.0,,,,,,,1.0
560,SKC,그린핑거 세라마이드 미네랄 선로션 80ml (EA),13,8508,,,,,,,,,,,
561,SKC,그린핑거 손 소독제 겔 30ml X 2입 (휴대용) (EA),2,24270,,,,,,,,,,,
562,SKC,그린핑거 시그니처 물티슈 캡형 64매 x 6팩,584,13418,19.0,3.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,19.0
563,SKC,그린핑거 알로에베라 물티슈 캡형 64매 X 6팩,103,11438,3.0,1.0,1.0,,,1.0,,,1.0,,1.0
564,SKC,그린핑거 야외놀이 선로션 80ml,16,20081,,,,,,,,,,,
565,SKC,그린핑거 야외놀이 선로션 80ml (EA),21,13860,1.0,,,,,,,,,,
566,SKC,그린핑거 야외놀이 선크림 80ml,111,18149,2.0,,2.0,,,,,,,,
567,SKC,그린핑거 야외놀이 선크림 80ml (EA),10,11550,,,,,,,,,,,
568,SKC,그린핑거 야외놀이 선크림80ml X2 + 내추럴 수딩 젤로션100ml + 마이키즈 여행용 샘플(랜덤 1종),2,19900,,,,,,,,,,,
569,SKC,그린핑거 야외놀이 선크림80ml X2 + 내추럴 수딩 젤로션100ml + 마이키즈 여행용 샘플(랜덤 1종) (EA),2,19900,,,,,,,,,,,
570,SKC,그린핑거 야외놀이 선크림 100ml,45,24720,1.0,,,,,,,,,,
571,SKC,그린핑거 야외놀이 선크림 100ml (EA),14,14420,,,,,,,,,,,
572,SKC,그린핑거 야외놀이 선크림 100ml + 퓨어 클렌징 티슈 캡 30매X3팩+ 퓨어 클렌징 워터 200ml + 내추럴 수딩 젤로션 100ml,5,60000,,,,,,,,,,,
573,SKC,그린핑거 인텐시브 선밤 15g,63,31667,,,,,,,,,,,
574,SKC,그린핑거 인텐시브 선밤 15g (EA),28,4926,1.0,,,,,,,,,,
575,SKC,그린핑거 인텐시브 선밤 (투명) 15g,57,19649,1.0,,,,,,,,,,
576,SKC,그린핑거 인텐시브 선밤 (투명) 15g (EA),2,12250,,,,,,,,,,,
577,SKC,그린핑거 인텐시브 선밤 (투명) 20g,53,23660,1.0,,,,,,,,,,
578,SKC,그린핑거 인텐시브 선밤 (투명) 20g (EA),7,17600,,,,,,,,,,,
579,SKC,그린핑거 인텐시브 투명 선밤 15g,26,15077,1.0,,,,,,,,,,
580,SKC,그린핑거 인텐시브 투명 선밤20g + 마이키즈 얼굴로션160ml + 마이키즈 여행용 샘플(랜덤1종),1,19900,,,,,,,,,,,
581,SKC,그린핑거 인텐시브 투명 선밤20g X2 + 내츄럴 수딩 젤로션120ml + 마이키즈 여행용 샘플(랜덤1종),1,24900,,,,,,,,,,,
582,SKC,그린핑거 자두야에디션 손 소독제 겔 30ml X 2입 (휴대용),40,15620,,,,,,,,,,,
583,SKC,그린핑거 자두야에디션 손 소독제 겔 350ml,43,20411,2.0,,,,,,,,,,
584,SKC,그린핑거 자두야에디션 촉촉 선쿠션 12g,89,41544,3.0,,,,1.0,,,,,,1.0
585,SKC,그린핑거 자두야에디션 촉촉 선쿠션 12g (EA),24,8525,1.0,,,,,,,,,,
586,SKC,그린핑거 촉촉 선팩트16g,7,23900,,,,,,,,,,,
587,SKC,그린핑거 촉촉 선팩트 16g,72,26556,1.0,,,,,,,,,,1.0
588,SKC,그린핑거 촉촉 선팩트 16g (EA),7,19120,,,,,,,,,,,
589,SKC,그린핑거 촉촉 선팩트 16g + 리필 16g,6,26822,,,,,,,,,,,
590,SKC,그린핑거 촉촉 선팩트 16g + 촉촉 선팩트 리필 16g + 야외놀이 선로션 80ml + 퓨어 클렌징 티슈 캡30매,12,59800,,,,,,,,,,,
591,SKC,그린핑거 촉촉 선팩트16g + 촉촉 선팩트 리필16g + 퓨어 클렌징 워터200ml + 마이키즈 여행용 샘플(랜덤 1종) (EA),1,25900,,,,,,,,,,,
592,SKC,그린핑거 촉촉 선팩트 리필 16g,29,17572,,,,,,,,,,,1.0
593,SKC,그린핑거 촉촉 선팩트 리필 16g (EA),2,9100,,,,,,,,,,,
594,SKC,그린핑거 촉촉한 자연보습 거품워시 320ml,115,17998,,,1.0,,,,,,,,1.0
595,SKC,그린핑거 촉촉한 자연보습 거품워시 320ml (EA),17,12261,,,,,,,,,,,
596,SKC,그린핑거 촉촉한 자연보습 거품워시 320ml + 그린핑거 촉촉한 자연보습 워시 320ml,39,29023,1.0,,,,,,,,,,
597,SKC,그린핑거 촉촉한 자연보습 로션 320ml,252,23452,8.0,,,2.0,,,2.0,2.0,1.0,,3.0
598,SKC,그린핑거 촉촉한 자연보습 로션 320ml (EA),28,16416,1.0,,,,,,,,,,
599,SKC,그린핑거 촉촉한 자연보습 로션 320ml X2,95,39915,4.0,1.0,,1.0,,,,,,,
600,SKC,그린핑거 촉촉한 자연보습 비누 80g x 2개입,127,8163,3.0,,,,,1.0,,,,,3.0
601,SKC,그린핑거 촉촉한 자연보습 비누 80g x 2개입 (EA),17,6994,,,,,,,,,,,
602,SKC,그린핑거 촉촉한 자연보습 샴푸 320ml,81,16969,1.0,,,,,,,,,,1.0
603,SKC,그린핑거 촉촉한 자연보습 샴푸 320ml (EA),11,12635,,,,,,,,,,,
604,SKC,그린핑거 촉촉한 자연보습 울트라크림 300g,164,19820,4.0,,,,1.0,,,,1.0,,1.0
605,SKC,그린핑거 촉촉한 자연보습 울트라크림 300g + 힘센보습 울트라 워시 300ml + 울트라 샴푸 300ml,24,41979,,,,,,,,,,,
606,SKC,그린핑거 촉촉한 자연보습 울트라크림 300g X 2,35,36771,1.0,,,,,,,,,,
607,SKC,그린핑거 촉촉한 자연보습 워시 320ml,57,19291,1.0,,,,1.0,,,,,,
608,SKC,그린핑거 촉촉한 자연보습 워시 320ml (EA),12,15353,,,,,,,,,,,
609,SKC,그린핑거 판테딘 로션 230ml + 탑투토워시 40ml + 크림 40ml (EA),10,29760,,,,,,,,,,,
610,SKC,그린핑거 판테딘 물티슈 캡형 50매X3팩 (EA),5,13200,,,,,,,,,,,
611,SKC,그린핑거 판테딘 수딩젤 150ml + 탑투토워시 40ml (EA),7,19800,1.0,,,,,,,,,,
612,SKC,그린핑거 판테딘 크림 200ml + 로션 40ml + 탑투토워시 40ml (EA),7,35414,,,,,,,,,,,
613,SKC,그린핑거 판테딘 탑투토워시 230ml + 탑투토워시 40ml + 로션 40ml (EA),15,24500,,,,,,,,,,,
614,SKC,그린핑거 퓨어 클렌징 워터 200ml,101,17297,,,,,,,,,,,1.0
615,SKC,그린핑거 퓨어 클렌징 워터 200ml (EA),28,12250,,,,,,,,,,,
616,SKC,그린핑거 퓨어클렌징 티슈 캡30매,112,6571,2.0,2.0,1.0,,,,,,,,
617,SKC,그린핑거 퓨어클렌징 티슈 캡30매 (EA),14,4200,,,,,,,,,,,
618,SKC,그린핑거 프레쉬 마일드 선스틱 15g,5,19910,,,,,,,,,,,
619,SKC,그린핑거 프레쉬 마일드 선스틱 15g (EA),10,18910,,,,,,,,,,,
620,SKC,그린핑거 프레쉬 마일드 선쿠션 12g,5,27874,,,,,,,,,,,
621,SKC,그린핑거 프레쉬 마일드 선쿠션 12g (EA),10,17117,,,,,,,,,,,
622,SKC,그린핑거 프레쉬 선젤 80ml,3,5290,,,,,,,,,,,
623,SKC,그린핑거 힘센 보습 울트라크림 300g,222,17615,10.0,4.0,2.0,1.0,,2.0,,1.0,,,
624,SKC,그린핑거 힘센 보습 울트라크림 300g X 2,184,35511,6.0,3.0,2.0,1.0,,,,,,,
625,SKC,그린핑거 힘센보습 울트라 로션 260ml,883,18258,43.0,10.0,5.0,10.0,5.0,5.0,4.0,4.0,6.0,2.0,17.0
626,SKC,그린핑거 힘센보습 울트라 로션 260ml (EA),32,11548,1.0,,,,,,1.0,,1.0,,
627,SKC,그린핑거 힘센보습 울트라 샴푸 300ml,615,14338,18.0,9.0,4.0,2.0,4.0,4.0,,1.0,1.0,3.0,11.0
628,SKC,그린핑거 힘센보습 울트라 샴푸 300ml (EA),41,10159,1.0,,,,,,,,,,
629,SKC,그린핑거 힘센보습 울트라 워시 300ml,614,15117,13.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,6.0
630,SKC,그린핑거 힘센보습 울트라 워시 300ml (EA),43,9465,,,1.0,,1.0,,,,,,
631,SKC,그린핑거 힘센보습 울트라 크리미오일 180ml,237,20194,3.0,1.0,1.0,,2.0,4.0,2.0,1.0,,,2.0
632,SKC,그린핑거 힘센보습 울트라 크리미오일 180ml (EA),6,17490,,,,,,,1.0,,,,
633,SKC,그린핑거 힘센보습 울트라크림 300g,115,17791,13.0,,2.0,2.0,1.0,1.0,,,,,
634,SKC,그린핑거 힘센보습 울트라크림 300g (EA),33,14600,1.0,,1.0,,,1.0,,,,,
635,SKC,그린핑거 힘센보습 울트라크림 300g X 2,53,34868,4.0,,,1.0,,1.0,,,,,
636,SKC,티엔 AC 매끈 진정 시트 마스크(7매) (EA),1,9920,,,,,,,,,,,
637,SKC,티엔 촉촉 클렌징 티슈 (30매) (EA),1,9000,,,,,,,,,,,
638,SKC,티엔 촉촉 클렌징 폼 100ml (EA),2,9450,,,,,,,,,,,
639,SrC,디펜드 맘스 안심 팬티 8개입 (EA),3,10200,,,,,,,,,,,
640,SrC,디펜드 맘스 안심패드 30개입 (EA),7,7830,,,,,,,,,,,
641,SrC,디펜드 스타일 라이너 여성용 무향 롱 168매,2,18780,,,,,,,,,,,
642,SrC,디펜드 안심케어 매직테이프 대형 80매,1,57600,,,,,,,,,,,
643,SrC,디펜드 안심플러스 언더웨어 중형 54매,1,46900,,,,,,,,,,,
644,기저귀,[9/9발송예약판매] 2020 하기스 매직 컴포트 3단계 공용 180매,18,65200,,,,,,,,,,,
645,기저귀,[9/9발송예약판매] 2020 하기스 매직 컴포트 4단계 공용 150매,3,65200,,,,,,,,,,,
646,기저귀,[2019년형] 하기스 에어솔솔 썸머기저귀 3단계 공용 144매(밴드형),1102,53874,11.0,38.0,40.0,23.0,12.0,6.0,7.0,5.0,3.0,3.0,4.0
647,기저귀,[2019년형] 하기스 에어솔솔 썸머기저귀 3단계 공용 144매(밴드형) + 물놀이팬티 3단계 공용 10매 (팬티형),20,63140,,,,,,,,,,,
648,기저귀,[2019년형] 하기스 에어솔솔 썸머기저귀 4단계 공용 120매(밴드형),264,57545,2.0,12.0,8.0,3.0,4.0,2.0,2.0,3.0,,,1.0
649,기저귀,[2019년형] 하기스 에어솔솔 썸머기저귀 4단계 공용 120매(밴드형) + 물놀이팬티 4단계 공용 10매 (팬티형),7,63140,,,,,,,,,,,
650,기저귀,[모닛X하기스] 스마트 베이비 모니터,3,498333,1.0,,,,,,,,,,
651,기저귀,[신규회원 한정특가] 하기스 맥스드라이 2단계 공용 52매(밴드형),110,15440,7.0,,,,,,,,,,
652,기저귀,"[쿠폰적용가23,490원] 하기스 네이처메이드 이른둥이기저귀 중형 150매(밴드형)",2,40800,,,,,,,,,,,
653,기저귀,"[쿠폰적용가32,280원] 하기스 맥스드라이 2단계 공용 156매(밴드형)",6,46320,,,,,,,,,,,
654,기저귀,"[쿠폰적용가32,280원] 하기스 맥스드라이 3단계 공용 132매(밴드형)",8,46400,,,,,,,,,,,
655,기저귀,"[쿠폰적용가32,280원] 하기스 맥스드라이 4단계 공용 108매(밴드형)",5,46400,,,,,,,,,,,
656,기저귀,"[쿠폰적용가36,400원] 하기스 네이처메이드 1단계 공용 186매(밴드형)",13,60369,,,,,,,,,,,
657,기저귀,"[쿠폰적용가36,400원] 하기스 네이처메이드 2단계 남아 156매(밴드형)",17,73864,,,,,,,,,,,
658,기저귀,"[쿠폰적용가36,400원] 하기스 네이처메이드 2단계 여아 156매(밴드형)",16,58860,,,,,,,,,,,
659,기저귀,"[쿠폰적용가36,400원] 하기스 네이처메이드 3단계 남아 132매(밴드형)",20,81096,,,,,,,,,,,
660,기저귀,"[쿠폰적용가36,400원] 하기스 네이처메이드 3단계 여아 132매(밴드형)",23,81892,,,,,,,,,,,
661,기저귀,"[쿠폰적용가36,400원] 하기스 네이처메이드 4단계 남아 108매(밴드형)",7,74743,,,,,,,,,,,
662,기저귀,"[쿠폰적용가36,400원] 하기스 네이처메이드 4단계 여아 108매(밴드형)",11,80858,,,,,,,,,,,
663,기저귀,"[쿠폰적용가37,490원] 하기스 매직핏 기저귀 1단계 공용 210매(밴드형)",4,52080,,,,,,,,,,,
664,기저귀,"[쿠폰적용가37,490원] 하기스 매직핏 꿀벅지 아기용 기저귀 2단계 공용 192매(밴드형)",1,52080,,,,,,,,,,,
665,기저귀,"[쿠폰적용가37,490원] 하기스 매직핏기저귀 2단계 공용 192매(밴드형)",20,62496,,,,,,,,,,,
666,기저귀,"[쿠폰적용가42,680원] 하기스 매직핏 꿀벅지 아기용 기저귀 3단계 공용 198매(밴드형)",7,103526,,,,,,,,,,,
667,기저귀,"[쿠폰적용가42,680원] 하기스 매직핏기저귀 3단계 공용 198매(밴드형)",13,70948,,,,,,,,,,,
668,기저귀,"[쿠폰적용가42,680원] 하기스 매직핏기저귀 4단계 공용 162매(밴드형)",5,92232,,,,,,,,,,,
669,기저귀,"[쿠폰적용가42,680원] 하기스 매직핏기저귀 5단계 공용 138매(밴드형)",1,65880,,,,,,,,,,,
670,기저귀,[핑크퐁] 아기상어 입체 아쿠아슈즈,2,11900,,,,,,,,,,,
671,기저귀,[핑크퐁] 핑크퐁 1도 쿨토시,1,5900,1.0,,,,,,,,,,
672,기저귀,[핑크퐁] 핑크퐁 상어가족 바스타올,1,5900,,,,,,,,,,,
673,기저귀,[핑크퐁] 핑크퐁 상어가족 차량용 햇빛가리개 (2중암막),1,12000,,,,,,,,,,,
674,기저귀,[핑크퐁] 핑크퐁 샴푸캡,6,3900,1.0,,,,,,,,,,
675,기저귀,[핑크퐁] 핑크퐁 손잡이컵 세트,2,7050,2.0,,,,,,,,,,
676,기저귀,[핑크퐁] 핑크퐁 스텐 논슬립 손잡이 공기,1,9500,,,,,,,,,,,
677,기저귀,[핑크퐁] 핑크퐁 스텐 논슬립 컵,3,9600,,,,,,,,,,,
678,기저귀,[핑크퐁] 핑크퐁 아기상어 손가락 안전 보호대,1,3800,,,,,,,,,,,
679,기저귀,[핑크퐁] 핑크퐁 아기상어 쿨토시,3,7867,,,,,,,,,,,
680,기저귀,[핑크퐁] 핑크퐁 아기상어 피규어 샤워볼,5,5900,2.0,,,,,,,,,,
681,기저귀,[핑크퐁] 핑크퐁 에디슨 흘림방지 양손 빨대컵(블루),2,9600,,,,,,,,,,,
682,기저귀,[핑크퐁] 핑크퐁 에디슨 흘림방지 양손 빨대컵(핑크),1,9600,,,,,,,,,,,
683,기저귀,[핑크퐁] 핑크퐁 영어놀이 차량용 햇빛가리개 (3중암막),2,12000,,,,,,,,,,,
684,기저귀,[핑크퐁] 핑크퐁 튜브 아쿠아슈즈,1,13900,,,,,,,,,,,
685,기저귀,[핑크퐁] 핑크퐁 한글놀이 차량용 햇빛가리개 (3중암막),3,12000,,,,,,,,,,,
686,기저귀,2020 하기스 매직 컴포트 1단계 공용 264매,1,71500,,,,,,,,,,,
687,기저귀,2020 하기스 매직 컴포트 1단계 공용 264매(밴드형),81,75914,2.0,,,,,,,,,,1.0
688,기저귀,2020 하기스 매직 컴포트 1단계 공용 264매(밴드형) X2,2,143000,,,,,,,,,,,
689,기저귀,2020 하기스 매직 컴포트 1단계 공용 264매(밴드형) X3,4,214500,,,,,,,,,,,
690,기저귀,2020 하기스 매직 컴포트 2단계 공용 246매,12,83417,1.0,,,,,,,,,,
691,기저귀,2020 하기스 매직 컴포트 2단계 공용 246매(밴드형),467,76246,3.0,11.0,14.0,9.0,5.0,3.0,,1.0,,,2.0
692,기저귀,2020 하기스 매직 컴포트 2단계 공용 246매(밴드형) X2,9,143000,,,,,,,,,,,
693,기저귀,2020 하기스 매직 컴포트 2단계 공용 246매(밴드형) X3,9,214500,,,,,,,,,,,
694,기저귀,2020 하기스 매직 컴포트 3단계 공용 180매(밴드형),881,70602,23.0,25.0,32.0,23.0,13.0,11.0,10.0,5.0,8.0,7.0,12.0
695,기저귀,2020 하기스 매직 컴포트 3단계 공용 180매(밴드형) X2,24,130400,,,,,,,,,,,
696,기저귀,2020 하기스 매직 컴포트 3단계 공용 180매(밴드형) X3,41,195600,,,,,,,,,,,
697,기저귀,2020 하기스 매직 컴포트 4단계 공용 150매(밴드형),308,71762,2.0,7.0,20.0,10.0,8.0,6.0,1.0,3.0,1.0,2.0,8.0
698,기저귀,2020 하기스 매직 컴포트 4단계 공용 150매(밴드형) X2,12,130400,,,,,,,,,,,
699,기저귀,2020 하기스 매직 컴포트 4단계 공용 150매(밴드형) X3,13,195600,,,,,,,,,,,
700,기저귀,2020 하기스 매직 컴포트 5단계 공용 126매(밴드형),85,69802,1.0,5.0,3.0,2.0,5.0,1.0,1.0,1.0,3.0,,1.0
701,기저귀,2020 하기스 매직 컴포트 5단계 공용 126매(밴드형) X2,6,130400,,,,,,,,,,,
702,기저귀,2020 하기스 매직 컴포트 5단계 공용 126매(밴드형) X3,2,195600,,,,,,,,,,,
703,기저귀,2020 하기스 맥스드라이 3단계 공용 132매(밴드형),234,49200,1.0,,,,,,,,,,
704,기저귀,2020 하기스 보송보송 2단계 공용 228매(밴드형),19,45542,,,2.0,,,1.0,,,,,
705,기저귀,2020 하기스 보송보송 3단계 공용 186매(밴드형),83,48682,2.0,,1.0,2.0,,,1.0,1.0,,,
706,기저귀,2020 하기스 보송보송 4단계 공용 156매(밴드형),71,50466,,,1.0,,,,,,,,
707,기저귀,2020 하기스 보송보송 5단계 공용 138매(밴드형),50,51040,1.0,,1.0,,1.0,,,,,,
708,기저귀,NEW 하기스 네이처메이드 1단계 공용 186매(밴드형),28,92657,35.0,11.0,2.0,4.0,,1.0,1.0,2.0,2.0,,
709,기저귀,NEW 하기스 네이처메이드 1단계 공용 186매(밴드형) X2,1,112800,,,,,,,,,,,
710,기저귀,NEW 하기스 네이처메이드 1단계 공용 186매(밴드형) X3,2,169200,,,,,,,,,,,
711,기저귀,NEW 하기스 네이처메이드 2단계 남아 156매(밴드형),46,76017,9.0,3.0,2.0,1.0,,2.0,,3.0,1.0,,1.0
712,기저귀,NEW 하기스 네이처메이드 2단계 남아 156매(밴드형) X2,1,112800,,,,,,,,,,,
713,기저귀,NEW 하기스 네이처메이드 2단계 남아 156매(밴드형) X3,2,169200,,,,,,,,,,,
714,기저귀,NEW 하기스 네이처메이드 2단계 남아 세트,2,37600,,,,,,,,,,,
715,기저귀,NEW 하기스 네이처메이드 2단계 여아 156매(밴드형),55,63578,13.0,1.0,3.0,2.0,1.0,,,,1.0,,
716,기저귀,NEW 하기스 네이처메이드 2단계 여아 156매(밴드형) X2,4,112800,,,,,,,,,,,
717,기저귀,NEW 하기스 네이처메이드 2단계 여아 세트,2,37600,,,,,,,,,,,
718,기저귀,NEW 하기스 네이처메이드 3단계 남아 132매(밴드형),150,63168,2.0,3.0,9.0,4.0,1.0,,,1.0,,,
719,기저귀,NEW 하기스 네이처메이드 3단계 남아 132매(밴드형) X2,7,112800,,,,,,,,,,,
720,기저귀,NEW 하기스 네이처메이드 3단계 여아 132매(밴드형),163,66088,5.0,3.0,9.0,5.0,1.0,3.0,2.0,1.0,,2.0,1.0
721,기저귀,NEW 하기스 네이처메이드 3단계 여아 132매(밴드형) X2,11,112800,,,,,,,,,,,
722,기저귀,NEW 하기스 네이처메이드 3단계 여아 132매(밴드형) X3,7,169200,,,,,,,,,,,
723,기저귀,NEW 하기스 네이처메이드 4단계 남아 108매(밴드형),74,62497,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
724,기저귀,NEW 하기스 네이처메이드 4단계 남아 108매(밴드형) X2,9,112800,,,,,,,,,,,
725,기저귀,NEW 하기스 네이처메이드 4단계 남아 108매(밴드형) X3,4,169200,,,,,,,,,,,
726,기저귀,NEW 하기스 네이처메이드 4단계 여아 108매(밴드형),93,60645,6.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,,,1.0
727,기저귀,NEW 하기스 네이처메이드 4단계 여아 108매(밴드형) X2,5,112800,,,,,,,,,,,
728,기저귀,NEW 하기스 네이처메이드 4단계 여아 108매(밴드형) X3,5,169200,,,,1.0,,,,,,,
