,물품대분류,상품명,물품판매량,제품단가,재구매기간0-10,재구매기간11-20,재구매기간21-30,재구매기간31-40,재구매기간41-50,재구매기간51-60,재구매기간61-70,재구매기간71-80,재구매기간81-90,재구매기간91-100,재구매기간101-
1741,기타,[아이스크림페어리] 코튼 방수요_코랄라마,6,13233,,,,,,,,,,,
1742,기타,[아이스크림페어리] 코튼 방수요_폴라베어,1,11900,,,,,,,,,,,
1743,기타,[아이스크림페어리] 코튼 방수요_핑크스완,3,13233,,,,,,,,,,,
1744,기타,[아이엠스페셜] 핸드메이드 미아방지 쥬얼리 - 목걸이,1,66000,,,,,,,,,,,
1745,기타,[아이엠스페셜] 핸드메이드 미아방지 쥬얼리 - 목걸이 (4mm 은볼 귀걸이 증정),2,33000,,,,,,,,,,,
1746,기타,[아이헤이트먼데이]아기양말 3 SET + 파우치,1,29000,,,,,,,,,,,
1747,기타,[야마토야] 뉴마터나 플러스_트레이_색상선택+쿠션/매트증정,3,202000,,,,,,,,,,,
1748,기타,[야마토야] 뉴스쿠스쿠 플러스_트레이_색상선택+쿠션/매트증정,4,213250,,,,,,,,,,,
1749,기타,[야마토야] 부오노 아미체 유아원목 북웨건,9,76339,,,,,,,,,,,
1750,기타,[야마토야] 부오노 아미체 책상&의자세트+쿠션증정,3,94133,,,,,,,,,,,
1751,기타,[야마토야] 아펠_트레이_색상선택+쿠션/매트증정,1,172800,,,,,,,,,,,
1752,기타,[에르고베이비] 옴니360 쿨에어_색상선택+360침받이증정,6,179200,1.0,,,,,,,,,,
1753,기타,[에르고베이비] 힙시트캐리어 쿨에어_색상선택+360침받이증정,1,132000,,,,,,,,,,,
1754,기타,[에르고베이비] 힙시트캐리어 쿨에어_카본그레이+360침받이증정,1,132000,,,,,,,,,,,
1755,기타,[에르고파우치] 에르고코쿤 0.2토그_13종 택1,5,34800,,,,,,,,,,,
1756,기타,[에르고파우치] 오가닉 꿀잠 속싸개 에어코쿤집업_택1,5,29000,,,,,,,,,,,
1757,기타,[에불로보] 프랑스 국민 애착인형 강아지 안토니오 미니,3,23433,,,,,,,,,,,
1758,기타,[에불로보] 프랑스 국민 애착인형 강아지 안토니오 액티비티+ 미니인형증정,1,56000,,,,,,,,,,,
1759,기타,[에불로보] 프랑스 국민 애착인형 뮤지컬 강아지,3,29333,,,,,,,,,,,
1760,기타,[에불로보] 프랑스 국민 애착인형 뮤지컬 기린,1,39600,,,,,,,,,,,
1761,기타,[에불로보] 프랑스 국민 애착인형 뮤지컬 염소,2,29000,,,,,,,,,,,
1762,기타,[에불로보] 프랑스 국민 애착인형 미니 울프 옷입기 스토리텔링 북,1,26250,,,,,,,,,,,
1763,기타,[에불로보] 프랑스 국민 애착인형 미니인형 3종세트,1,44000,,,,,,,,,,,
1764,기타,[에불로보] 프랑스 국민 애착인형 벨헤드 큰 기린,1,56250,,,,,,,,,,,
1765,기타,[에불로보] 프랑스 국민 애착인형 사자 딸랑이,1,14250,,,,,,,,,,,
1766,기타,[에불로보] 프랑스 국민 애착인형 송아지 아네모네 액티비티,1,45000,,,,,,,,,,,
1767,기타,[에불로보] 프랑스 국민 애착인형 슈퍼 그랜드 울프룰루,1,61200,,,,,,,,,,,
1768,기타,[에불로보] 프랑스 국민 애착인형 악어 딸랑이,2,15200,,,,,,,,,,,
1769,기타,[에불로보] 프랑스 국민 애착인형 액티비티 기린,2,45625,,,,,,,,,,,
1770,기타,[에불로보] 프랑스 국민 애착인형 액티비티 기린 + 딸랑이 인형증정 (택1),1,59000,,,,,,,,,,,
1771,기타,[에불로보] 프랑스 국민 애착인형 액티비티 꽈배기 기린과  세친구들,2,56750,,,,,,,,,,,
1772,기타,[에불로보] 프랑스 국민 애착인형 염소 휴고트 미니,8,18138,,,,,,,,,,,
1773,기타,[에불로보] 프랑스 국민 애착인형 울프 룰루 뮤지컬 모자,1,35250,,,,,,,,,,,
1774,기타,[에불로보] 프랑스 국민 애착인형 울프 룰루 소시지 S,4,24750,,,,,,,,,,,
1775,기타,[에불로보] 프랑스 국민 애착인형 울프 미스터 룰루,4,30600,,,,,,,,,,,
1776,기타,[에불로보] 프랑스 국민 애착인형 진동 악어,1,21750,,,,,,,,,,,
1777,기타,[에불로보] 프랑스 국민 애착인형 진동 코끼리,1,21750,,,,,,,,,,,
1778,기타,[에불로보] 프랑스 국민 애착인형 코끼리 볼,1,17000,,,,,,,,,,,
1779,기타,[에불로보] 프랑스 국민 애착인형 토끼 제프 미니,9,19367,,,,,,,,,,,
1780,기타,[에불로보] 프랑스 국민 애착인형 토끼 제프 액티비티,10,45200,,,,,,,,,,,
1781,기타,[에불로보] 프랑스 국민 애착인형 토끼 제프 액티비티 + 미니인형증정,1,56000,,,,,,,,,,,
1782,기타,[에불로보] 프랑스 국민 애착인형 토끼 제프 액티비티+ 미니인형증정,1,50400,,,,,,,,,,,
1783,기타,[에불로보] 프랑스 국민 애착인형 행잉 빈티지 카,8,31175,,,,,,,,,,,
1784,기타,[에불로보] 프랑스 국민 애착인형 행잉 울프 룰루,1,30000,,,,,,,,,,,
1785,기타,[엔픽스] 하이브리드 휴대용 부스터,2,50200,,,,,,,,,,,
1786,기타,[엘비니] 오가닉 힙시트 멀티캐리어(후드2종+오가닉침받이 포함) - 색상선택,1,99000,,,,,,,,,,,
1787,기타,[엘비니][1+1]암막 자석형 차량용 햇빛가리개_(시크릿가든+어라운드 리노),1,21000,,,,,,,,,,,
1788,기타,[엘비니][1+1]암막 자석형 차량용 햇빛가리개_(트레블베어+글래스듀오),6,27650,,,,,,,,,,,
1789,기타,[엘비니]베이직 타이니 유아백팩,3,9900,1.0,,,,,,,,,,
1790,기타,[엘비니]세들러 힙시트-딥그레이,1,79000,,,,,,,,,,,
1791,기타,[엘비니]암막 자석형 차량용 햇빛가리개_1+1세트,1,21000,,,,,,,,,,,
1792,기타,[엘비니]오가닉 미니베개,2,23000,,,,,,,,,,,
1793,기타,[엘비니]오가닉 코튼 속싸개,1,29800,,,,,,,,,,,
1794,기타,[엘비니]오가닉 코튼 스카프빕,1,29700,,,,,,,,,,,
1795,기타,[엘비니]유아 헤어&바디 브러쉬_염소모,2,20950,,,,,,,,,,,
1796,기타,[엘비니]이지슬림 경량캐리어,4,19900,,,,,,,,,,,
1797,기타,[엘비니]트리플라이 유아 목베개,2,26400,,,,,,,,,,,
1798,기타,[엘비니]트리플라이 유아 유기농 목베개,7,36357,,,,,,,,,,,
1799,기타,[엘비니]프린티드 타이니 백팩,2,9900,,,,,,,,,,,
1800,기타,[엘트라] 유아동 선글라스 - 하트,1,29900,,,,,,,,,,,
1801,기타,[엘트라] 유아동 선글라스 - 하트  (안경줄 증정),3,24900,,,,,,,,,,,
1802,기타,[엘트라] 유아동 선글라스 - 하트 (안경줄/극세사 안경닦이 증정),1,24900,,,,,,,,,,,
1803,기타,[엘트라] 유아동 선글라스_리본 (안경줄 증정),1,29900,,,,,,,,,,,
1804,기타,[엘트라] 유아동 선글라스_번개맨,1,29900,,,,,,,,,,,
1805,기타,[엘트라] 유아동 선글라스_유러피안 고글,1,29250,,,,,,,,,,,
1806,기타,[엘트라] 유아동 선글라스_캣츠걸,10,38780,,,,,,,,,,,
1807,기타,[엘트라] 유아동 선글라스_캣츠걸 (안경줄 증정),2,27400,,,,,,,,,,,
1808,기타,"[엘트라] 유아동 선글라스_캣츠걸 (안경줄, 안경닦이 증정)",6,28050,,,,,,,,,,,
1809,기타,[엘트라] 유아동 선글라스_캣츠걸 (안경줄/극세사 안경닦이 증정),5,24900,,,,,,,,,,,
1810,기타,[엘트라] 유아동 선글라스_클래식,2,29575,,,,,,,,,,,
1811,기타,[엘트라] 유아동 선글라스_클래식 (룰라러브 비누/극세사 안경닦이 증정),3,51633,,,,,,,,,,,
1812,기타,[엘트라] 유아동 선글라스_클래식 (안경줄 증정),7,35586,,,,,,,,,,,
1813,기타,"[엘트라] 유아동 선글라스_클래식 (안경줄, 안경닦이 증정)",3,24400,,,,,,,,,,,
1814,기타,[엘트라] 유아동 선글라스_클래식 (안경줄/극세사 안경닦이 증정),1,24900,,,,,,,,,,,
1815,기타,[오볼] [오볼선물세트S_B4] 오볼 쉐이커+오볼 래틀 (소)/색상랜덤,1,21900,,,,,,,,,,,
1816,기타,[오볼] [오볼선물세트S_C2] 오볼 (소)+오볼 래틀 (소)+오볼 래틀카/색상랜덤,1,24900,,,,,,,,,,,
1817,기타,[오볼] [오볼선물세트S_C4] 오볼 (소)+오볼 래틀 (소)+오볼 개구리볼/색상랜덤,1,24900,,,,,,,,,,,
1818,기타,[오볼] 오볼 (소)(색상랜덤발송),19,7063,,,,,,,,,,,
1819,기타,[오볼] 오볼 (중)(색상랜덤발송),10,8600,,,,,,,,,,,
1820,기타,[오볼] 오볼 개구리볼,10,9750,,,,,,,,,,,
1821,기타,[오볼] 오볼 도형놀이,1,26900,,,,,,,,,,,
1822,기타,[오볼] 오볼 래틀(소)(색상랜덤발송),13,8331,1.0,,,,,,,,,,
1823,기타,[오볼] 오볼 래틀카(랜덤발송),1,13000,,,,,,,,,,,
1824,기타,[오볼] 오볼 레인스틱 (색상랜덤발송),2,18700,,,,,,,,,,,
1825,기타,[오볼] 오볼 롤러,1,56000,,,,,,,,,,,
1826,기타,[오볼] 오볼 링크,10,10820,,,,,,,,,,,
1827,기타,[오볼] 오볼 멀티루프Ⅱ,5,10820,,,,,,,,,,,
1828,기타,[오볼] 오볼 목욕용품 정리함,13,14754,,,,,,,,,,,
1829,기타,[오볼] 오볼 물놀이 거북이,16,7731,1.0,,,,,,,,,,
1830,기타,[오볼] 오볼 물놀이 고래,1,8900,,,,,,,,,,,
1831,기타,[오볼] 오볼 물놀이 고래친구들,3,16900,,,,,,,,,,,
1832,기타,[오볼] 오볼 물놀이 스태커,5,5960,1.0,,,,,,,,,,
1833,기타,[오볼] 오볼 물놀이 오리,6,7000,1.0,,,,,,,,,,
1834,기타,[오볼] 오볼 물놀이 잠수함,6,10117,,,,,,,,,,,
1835,기타,[오볼] 오볼 물놀이 플로팅,10,2900,,,,,,,,,,,
1836,기타,[오볼] 오볼 미니카,2,8900,,,,,,,,,,,
1837,기타,[오볼] 오볼 미니카 세트-레이싱,2,26900,,,,,,,,,,,
1838,기타,[오볼] 오볼 미니카(색상랜덤발송),1,8900,,,,,,,,,,,
1839,기타,[오볼] 오볼 쉐이커(색상랜덤발송),23,7435,,,,,,,,,,,
1840,기타,[오볼] 오볼 오라운드,4,5650,,,,,,,,,,,
1841,기타,[오볼] 오볼 유모차 장난감,50,19044,1.0,,,,,,,,,,
1842,기타,[오볼] 오볼 트위스트,11,6436,,,,,,,,,,,
1843,기타,[올라베이비] 실리콘 스팀 볼 이유식기,1,9900,,,,,,,,,,,
1844,기타,[올라베이비] 실리콘 트레이닝 스푼 2p,1,19900,,,,,,,,,,,
1845,기타,[올라베이비] 실리콘 피딩 앤 트레이닝 스푼 2p,2,16900,,,,,,,,,,,
1846,기타,[올라베이비] 트리모 네일트리머 리필,10,8250,,,,,,,,,,,
1847,기타,[올라베이비] 트리모 네일트리머/손톱깎이,6,33400,,,,,,,,,,,
1848,기타,[요미요미]  유기농 주스 사과배 125ml 24팩,7,15320,,,,,,,,,,,
1849,기타,[요미요미]  유기농 주스 야채믹스 125ml 24팩,5,15168,,,,,,,,,,,
1850,기타,[요미요미] [하루특가] 유기농 주스 과일믹스 125ml 24팩,13,12669,,,,,,,,,,,
1851,기타,[요미요미] [하루특가] 유기농 주스 레드비트골든사과 125ml 24팩,25,12700,,,,,,,,,,,
1852,기타,[요미요미] [하루특가] 유기농 주스 사과배포도 125ml 24팩,16,13269,,,,,,,,,,,
1853,기타,[요미요미] 미니팝 구운옥수수 6팩,8,17650,1.0,,,,,,,,,,
1854,기타,[요미요미] 미니팝 딸기요거트 25g x 6팩,2,18900,,,,,,,,,,,
1855,기타,[요미요미] 미니팝 트리플치즈 6팩,3,18900,,,,,,,,,,,
1856,기타,[요미요미] 안심아이차 보리 125mlx24팩,47,11957,,,,,,,,,,,
1857,기타,[요미요미] 안심아이차 현미 125mlx24팩,19,10584,,,,,,,,,,,
1858,기타,[요미요미] 야채와과일 보라 100ml 24팩,4,17653,,,,,,,,,,,
1859,기타,[요미요미] 야채와과일 초록 100ml 24팩,4,18900,,,,,,,,,,,
1860,기타,[요미요미] 유기농 쌀과자 노랑 1단계 25g 8봉,8,15783,,,,,,,,,,,
1861,기타,[요미요미] 유기농 쌀과자 노랑 2단계 25g 8봉,5,17532,,,,,,,,,,,
1862,기타,[요미요미] 유기농 쌀과자 빨강 1단계 25g 8봉,2,17980,,,,,,,,,,,
1863,기타,[요미요미] 유기농 쌀과자 빨강 2단계 25g 8봉,2,18900,,,,,,,,,,,
1864,기타,[요미요미] 유기농 쌀과자 초록 2단계 25g 8봉,1,19900,,,,,,,,,,,
1865,기타,[요미요미] 유기농 쌀떡뻥 사과와당근 30g 6봉,6,14707,,,,,,,,,,,
1866,기타,[요미요미] 유기농 쌀떡뻥 시금치와 브로콜리 30g 6봉,1,15900,,,,,,,,,,,
1867,기타,[요미요미] 유기농 쌀떡뻥 자색고구마와 연근 30g 6봉,1,13280,,,,,,,,,,,
1868,기타,[요미요미] 유기농 오가닉퍼프 단호박&고구마 4통,5,13900,,,,,,,,,,,
1869,기타,[요미요미] 유기농 오가닉퍼프 딸기&블루베리 4통,10,13900,,,,,,,,,,,
1870,기타,[요미요미] 유기농 오가닉퍼프 바나나&망고 4통,8,13783,1.0,,,,,,,,,,
1871,기타,[요미요미] 유기농 주스 과일믹스 125ml 24팩,10,17471,1.0,,,,,,,,,,
1872,기타,[요미요미] 유기농 주스 레드비트골든사과 125ml 24팩,16,16566,1.0,,,,,,,,,,
1873,기타,[요미요미] 특별기획 튼튼주스 2종(배도라지 20개입 + 프룬사과 20개입) + 파우치토퍼,72,24029,,,,,,,,,,,
1874,기타,[요미요미] 튼튼주스 배&도라지 100ml 20개,17,16621,,,1.0,1.0,,,,,,,
1875,기타,[요미요미] 튼튼주스 프룬&사과 100ml 20개,3,14840,,,,,,,,,,,
1876,기타,[요미요미]유기농 주스 사과배포도 125ml 24팩,5,14754,,,,,,,,,,,
1877,기타,[윈펀] 뉴 러닝 테이블,5,39900,1.0,2.0,1.0,,,,,,,,
1878,기타,[윈펀] 뮤지컬 피아노 러닝 걸음마,2,40130,,1.0,,,,,,,,,
1879,기타,[유한양행] 다이노 어린이/키즈/유아 칫솔 3단계 2입  6세이상,2,19350,,,,,,,,,,,
1880,기타,[유한양행] 암앤해머 베이킹소다 1.5kg+600g 기획,1,5900,,,,,,,,,,,
1881,기타,[유한양행] 유한덴탈케어 치간칫솔(SS),1,4000,,,,,,,,,,,
1882,기타,"[율그란] 99g 2-way 미니백 (클러치백, 보냉파우치) 4컬러",1,31900,,,,,,,,,,,
1883,기타,"[율그란] 99g 2-way 미니백 (클러치백, 보냉파우치) 누디핑크",1,26900,,,,,,,,,,,
1884,기타,[율그란] 325g 기저귀가방 토트백(3-way 숄더백. 크로스백) 4컬러,1,79000,,,,,,,,,,,
1885,기타,[율그란] 360g 기저귀가방 숄더백(2-way 쇼퍼백. 빅백) 4컬러,1,59900,,,,,,,,,,,
1886,기타,[율그란] 360g 기저귀가방 숄더백(2-way 쇼퍼백. 빅백) 누디핑크,1,68900,,,,,,,,,,,
1887,기타,[율그란] 기저귀가방 에코백 3컬러,1,14900,,,,,,,,,,,
1888,기타,[율그란] 기저귀가방 에코백 차콜그레이,2,9900,,,,,,,,,,,
1889,기타,[율그란] 기저귀가방 외출용품 2 SET (기저귀파우치+휴대용기저귀매트) 4컬러,1,39900,,,,,,,,,,,
1890,기타,[율그란] 기저귀가방 파우치 2 SET (기저귀파우치+지퍼파우치),2,27400,1.0,,,,,,,,,,
1891,기타,[율그란] 맘앤키즈 무형광 오가닉 어린이마스크 (6세~성인) 4컬러,29,7755,4.0,1.0,,2.0,,,,,,,
1892,기타,[율그란] 무형광 오가닉 거즈 범퍼쿠션(아기바디필로우),2,13600,1.0,,,,,,,,,,
1893,기타,[율그란] 무형광 오가닉 거즈 아기턱받이 6컬러,8,13513,,,,,,,,,,,
1894,기타,[율그란] 무형광 오가닉 거즈 아기헤어밴드 7컬러,27,4667,3.0,,,,,,,,,,
1895,기타,[율그란] 무형광 오가닉 거즈 아기헤어밴드_ 발레리나핑크,1,5600,,,,,,,,,,,
1896,기타,[율그란] 무형광 오가닉 거즈 유아스카프(아기손수건 겸용) 12컬러,22,6850,4.0,,,,,,,,,,
1897,기타,[율그란] 무형광 오가닉 속싸개 이중거즈 블랭킷_ 11컬러,1,27000,,,,,,,,,,,
1898,기타,[율그란] 무형광 오가닉 아기목베개 3컬러,1,9900,,,,,,,,,,,
1899,기타,[율그란] 무형광 오가닉 아기목베개_베어아이보리,1,13000,,,,,,,,,,,
1900,기타,[율그란] 무형광 오가닉 아기목베개_폭스블루,1,13000,,,,,,,,,,,
1901,기타,[율그란] 무형광 오가닉 아기베개 (분리형) 3컬러,1,24100,,,,,,,,,,,
1902,기타,[율그란] 무형광 오가닉 아기베개_폭스핑크,2,22000,,,,,,,,,,,
1903,기타,"[율그란] 무형광 오가닉 아기블랭킷(신생아, 유모차, 카시트, 사계절낮잠이불) 3컬러",3,39433,,,,,,,,,,,
1904,기타,[율그란] 무형광 오가닉 유아마스크 (0~5세) 7컬러,181,7724,22.0,,,,,,,1.0,,1.0,
1905,기타,[율그란] 무형광 오가닉 유아마스크 (0~5세)_발레리나핑크,1,12800,,,,,,,,,,,
1906,기타,[율그란] 무형광 오가닉 유아머플러 11컬러,2,20250,,,,,,,,,,,
1907,기타,[율그란] 무형광 오가닉 이중거즈 블랭킷(속싸개겸용) 11컬러,2,28450,,,,,,,,,,,
1908,기타,[율그란] 무형광오가닉 거즈 유아스카프 (아기손수건 겸용)_ 네츄럴,1,7000,,,,,,,,,,,
1909,기타,"[율그란] 무형광오가닉 아기목베개 폭스네이비 (카시트목베개,유모차베개 겸용)",1,19800,,,,,,,,,,,
1910,기타,"[율그란] 보온 보냉가방 (피크닉, 도시락, 이유식보냉백) 오울스 스카이",1,19900,,,,,,,,,,,
1911,기타,"[율그란] 보온 보냉가방 (피크닉, 도시락, 이유식보냉백) 오울스 코랄",4,26150,,,,,,,,,,,
1912,기타,"[율그란] 보온 보냉가방(보온보냉백, 이유식보냉백)_ 오울스 스카이",2,27000,,,,,,,,,,,
1913,기타,[율그란] 사계절 오가닉 스카프빕 4컬러,8,9113,1.0,,,,,,,,,,
1914,기타,[율그란] 앞치마형 방수턱받이_TEAL(1~7세) [이유식 외출 식사 미술놀이],3,24033,,,,,,,,,,,
1915,기타,"[율그란] 어린이집 낮잠이불세트 베어아이보리(무형광오가닉, 신생아부터사용가능)",1,97000,,,,,,,,,,,
1916,기타,"[율그란] 어린이집 낮잠이불세트 폭스블루(무형광오가닉, 신생아부터사용가능)",2,97000,,,,,,,,,,,
1917,기타,"[율그란] 어린이집 낮잠이불세트 폭스핑크(무형광오가닉, 신생아부터사용가능)",2,89450,,,,,,,,,,,
1918,기타,[율그란] 오가닉 기저귀파우치 4컬러,16,15913,,,,,,,,,,,1.0
1919,기타,[율그란] 오가닉 기저귀파우치 베어 아이보리,2,14400,,,,,,,,,,,
1920,기타,[율그란] 오가닉 기저귀파우치 오올스 코랄,1,18000,,,,,,,,,,,
1921,기타,[율그란] 오가닉 기저귀파우치_ 오울스 코랄,1,15400,,,,,,,,,,,
1922,기타,[율그란] 오가닉 마스크 맘앤베이비 커플세트(베이비+맘/키즈)_클라우드,1,11000,,,,,,,,,,,
1923,기타,[율그란] 오가닉 버피 트림타올 6컬러,8,8975,,,,,,,,,,,
1924,기타,[율그란] 오가닉 아기띠침받이 4컬러,7,15614,,,,,,,,,,,
1925,기타,[율그란] 오가닉 젖병파우치 4컬러,6,25267,,,,,,,,,,,
1926,기타,[율그란] 오가닉 지퍼파우치 6컬러,6,14333,,,,,,,,,,,
1927,기타,[율그란] 오가닉 지퍼파우치_ 오울스스카이,1,17000,,,,,,,,,,,
1928,기타,[율그란] 폼폼 유아스카프 4컬러,1,14400,,,,,,,,,,,
1929,기타,[율그란] 휴대용 기저귀매트 4컬러,8,27025,1.0,,,,,,,,,,
1930,기타,[율그란] 휴대용 기저귀매트_ 베어 아이보리,1,24900,,,,,,,,,,,
1931,기타,[율그란]무형광 오가닉 거즈 아기베개(경추형) 5컬러,2,20350,,,,,,,,,,,
1932,기타,[율그란]프리미엄 기저귀가방 숄더백(쇼핑백증정+무료배송),1,123000,,,,,,,,,,,
1933,기타,[임직원] 티엔 BT21 AC 컨트롤 세트 (토너+로션+버블폼 3종),3,41583,,,,,,,,,,,
1934,기타,[젤리맘] 프리미엄 와이즈체어,1,73700,,,,,,,,,,,
1935,기타,[조이] 트릴로LX 주니어 카시트,1,119000,,,,,,,,,,,
1936,기타,[증정] 하기스 리미티드 비치볼,244,0,18.0,,,,,,,,,,
1937,기타,[카가앤푸치]브리스틱 유아칫솔 5입,10,15580,,,,,,,,,,,
1938,기타,[카가앤푸치]실리콘칫솔2입,5,5620,,,,,,,,,,,
1939,기타,[카가앤푸치]카가치약_칼슘향3입,4,17400,,,,,,,,,,,
1940,기타,[카가앤푸치]푸치치약_딸기향3입,1,29800,,,,,,,,,,,
1941,기타,[캐스돈] 쇼핑카트 (CD06118),2,39000,,,,,,,,,,,
1942,기타,[캐시크루즈] Bunny 베개,1,18000,,,,,,,,,,,
1943,기타,[캐시크루즈] Flippippi 타올인형,1,14000,,,,,,,,,,,
1944,기타,[캐시크루즈] Polar Bear Oskar 베개,1,17000,,,,,,,,,,,
1945,기타,[캐시크루즈] Prince Charming 베개,1,17000,,,,,,,,,,,
1946,기타,[콱스] 폼폼 블랭킷,1,69000,,,,,,,,,,,
1947,기타,[크로텍] 웨건 악세서리_전용바람막이커버,1,44500,,,,,,,,,,,
1948,기타,[키썸플레이]걸즈 썸머 와이어 헤어밴드,1,9000,,,,,,,,,,,
1949,기타,[키썸플레이]걸즈 원숄더 러플 수영복,1,28000,,,,,,,,,,,
1950,기타,[키썸플레이]유아동 래쉬가드 티셔츠+워터레깅스 세트,1,39000,,,,,,,,,,,
1951,기타,[키썸플레이]유아동 자외선차단 수영모자,1,25900,,,,,,,,,,,
1952,기타,[킨더초콜릿] 킨더조이 행복한도시 3개입x4개(낱개12개),2,39750,,,,,,,,,,,
1953,기타,[탑브라이트] 2IN1 망치놀이가 포함된 자동차트랙,1,24900,,,,,,,,,,,
1954,기타,[탑브라이트] 4단 점프 스피드 트랙,4,18900,,,,,,,,,,,
1955,기타,[테스] ES-001 미세가습 360도 컬링 가습기,1,38900,,,,,,,,,,,
1956,기타,[테스] ES-001 미세가습 간편세척 클라우드 가습기,3,41000,,,,,,,,,,,
1957,기타,[테스] 루나램프 수유등/무드등_블루,4,23900,,,,,,,,,,,
1958,기타,[테스] 루나램프 수유등/무드등_옐로,7,23900,,,,,,,,,,,
1959,기타,[테스] 루나램프 수유등/무드등_핑크,4,23900,,,,,,,,,,,
1960,기타,[테스] 미소 국내생산 미니 보틀 버튼식 가습기_블랙 (탁상용/수유시),1,27900,,,,,,,,,,,
1961,기타,[테스] 미소 국내생산 미니 보틀 전자식 가습기_퍼플 (탁상용/수유시),1,25500,,,,,,,,,,,
1962,기타,[테스] 미소 국내생산 미니 보틀 전자식 가습기_화이트 (탁상용/수유시),1,28900,,,,,,,,,,,
1963,기타,[테스] 미소 아이방 미니 공기청정기_블루 (MC-100B),3,35767,,,,,,,,,,,
1964,기타,[테스] 미소 아이방 미니 공기청정기_핑크 (MC-100P),5,37020,,,,,,,,,,,
1965,기타,[테스] 미소 아이방 미니 공기청정기_화이트 (MC-100W),3,48733,,,,,,,,,,,
1966,기타,[테스] 아이사랑 따뜻한 복합식 가습기 NT.9,2,99000,,,,,,,,,,,
1967,기타,[테스] 프렌즈 보틀형 미니 가습기_테피TEPPY (TESS-6100),1,28000,,,,,,,,,,,
1968,기타,[트루자임] 마일드 페미닌 워시,1,29400,,,,,,,,,,,
1969,기타,[트루자임] 스킨카밍 엔자임 멀티토닉,2,51000,,,,,,,,,,,
1970,기타,[트루자임] 액티브 엔자임 볼륨 앤 스칼프 샴푸,2,38500,,,,,,,,,,,
1971,기타,[페레로로쉐] T3 37.5g 16개,1,23900,,,,,,,,,,,
1972,기타,[페레로로쉐] T24 300g 1개,2,16900,,,,,,,,,,,
1973,기타,[퓨리티] 미국 (FDA 승인) 회전형 젖병소독기_실버,1,166500,,,,,,,,,,,
1974,기타,[플레이도] 플레이도 24팩,1,25900,,,,,,,,,,,
1975,기타,[플레이도] 플레이도 반짝반짝 색종이 도우,1,17800,,,,,,,,,,,
1976,기타,[플레이도] 플레이도 스파클 도우 6팩,1,8900,,,,,,,,,,,
1977,기타,[플레이도] 플레이도 싱글캔 도우,1,2000,,,,,,,,,,,
1978,기타,[플레이도] 플레이도 파티 백,2,9900,,,,,,,,,,,
1979,기타,[플레이도우] NEW 클래식 칼라도우 8팩 E5044,2,7400,,,,,,,,,,,
1980,기타,[플레이도우] 미니 버켓 클레이 장난감 23414,1,7900,,,,,,,,,,,
1981,기타,[플레이도우] 싱글캔 도우 클레이 장난감 B6756,1,1900,,,,,,,,,,,
1982,기타,[피에스타] 원목 주방놀이 프리미엄,1,120000,,,,,,,,,,,
1983,기타,[피에스타] 피에스타 원목 역할 자르기 27종세트,3,40167,1.0,,,,,,,,,,
1984,기타,[필리앤임프스] 2in1 우주복&가운 5종 택1,4,27875,,,,,,,,,,,
1985,기타,[필리앤임프스] 꿀잠 아기속싸개/슬리핑 스와들 4종 택1,1,25100,,,,,,,,,,,
1986,기타,[필리앤임프스] 내의3종세트+포장패키지(내의상하+손싸개+모자),4,26350,,,,,,,,,,,
1987,기타,[필리앤임프스] 내의조끼2종세트+포장패키지(내의+수면조끼),18,30922,,,,,,,,,,,
1988,기타,[필리앤임프스] 머리쿵 헤드쿠션 유아 머리 보호대,2,26100,,,,,,,,,,,
1989,기타,[필리앤임프스] 무형광 세탁망 2종 (S_2개),2,11500,,,,,,,,,,,
1990,기타,[필리앤임프스] 무형광 세탁망 5종 (S-2개+M-3개),1,22900,,,,,,,,,,,
1991,기타,[필리앤임프스] 바디슈트2종세트+포장패키지(4종택2),1,27200,,,,,,,,,,,
1992,기타,[필리앤임프스] 바디슈트3종세트+포장패키지(바디슈트+모자+손싸개),1,25100,,,,,,,,,,,
1993,기타,[필리앤임프스] 바디슈트 4종 택1,2,13500,,,,,,,,,,,
1994,기타,[필리앤임프스] 배냇3종세트+포장패키지 (배냇저고리+모자+손싸개),1,19800,,,,,,,,,,,
1995,기타,[필리앤임프스] 배냇4종세트+포장패키지(배냇+손싸개+모자+속싸개),1,32900,,,,,,,,,,,
1996,기타,[필리앤임프스] 배냇저고리 8종 택1,1,10400,,,,,,,,,,,
1997,기타,[필리앤임프스] 신생아 속싸개 6종 택1,1,14500,,,,,,,,,,,
1998,기타,[필리앤임프스] 신생아 턱받이 8종 택1,9,7400,3.0,,,,,,,,,,
1999,기타,[필리앤임프스] 우주복3종세트+포장패키지(우주복+손싸개+모자),1,34900,,,,,,,,,,,
2000,기타,[필리앤임프스] 유아동 수면조끼 5종 택1,5,19800,,,,,,,,,,,
2001,기타,[필리앤임프스] 친환경ECO인증 안심 딸랑이 선물세트6PCS,3,26100,,,,,,,,,,,
2002,기타,[필리앤임프스] 코지 짱구베개,1,37600,,,,,,,,,,,
2003,기타,[필리앤임프스] 프리미엄 아기내복 실내 상하복 16종 택1,100,15958,13.0,,,,,,,,,,
2004,기타,[필리앤임프스]그린도트 반팔내의,1,8900,,,,,,,,,,,
2005,기타,[필리앤임프스]롤리팝 반팔내의,1,8900,,,,,,,,,,,
